"integrante","rectangulos","hilos","tiempo_secuencial_mediana_s","tiempo_paralelo_mediana_s","speedup","eficiencia_porcentaje","error_relativo_maximo"
"Daniel_Chet","1000000000","1","37.2864513","37.2839999198914","1.0000657488497455","100.00657488497455","0"
"Daniel_Chet","1000000000","2","37.2864513","19.1679999828339","1.9452447481945088","97.26223740972544","5.236549441597922E-13"
"Daniel_Chet","1000000000","4","37.2864513","9.88800001144409","3.7708789701502545","94.27197425375637","1.9827621911216617E-12"
"Daniel_Chet","1000000000","8","37.2864513","5.46000003814697","6.8290203369035805","85.36275421129476","1.991756924802451E-12"
"Daniel_Chet","1000000000","16","37.2864513","3.78400015830994","9.853712933419486","61.585705833871785","1.9952164377566005E-12"
"Daniel_Chet","1000000000","32","37.2864513","2.64300012588501","14.107623732145914","44.08632416295598","1.988758680242188E-12"
