"integrante","rectangulos","hilos","tiempo_secuencial_mediana_s","tiempo_paralelo_mediana_s","speedup","eficiencia_porcentaje","error_relativo_maximo"
"Dulce_Ambrosio","1000000000","1","24.5094847","24.4799997806549","1.00120444933044","100.120444933044","0"
"Dulce_Ambrosio","1000000000","2","24.5094847","12.6029999256134","1.94473417794669","97.2367088973346","5.23654944159792E-13"
"Dulce_Ambrosio","1000000000","4","24.5094847","6.26899981498718","3.90963238528188","97.740809632047","1.98253155692472E-12"
"Dulce_Ambrosio","1000000000","8","24.5094847","3.82599997520447","6.40603367978072","80.0754209972589","1.99175692480245E-12"
"Dulce_Ambrosio","1000000000","16","24.5094847","2.8490002155304","8.6028370817224","53.767731760765","1.9952164377566E-12"
"Dulce_Ambrosio","1000000000","20","24.5094847","2.71700000762939","9.02078933793774","45.1039466896887","1.98091711754612E-12"
